measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.5,DE,Delaware,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",30.2,DC,"District of Columbia",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",18.6,FL,Florida,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.9,GA,Georgia,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12,HI,Hawaii,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3.9,ID,Idaho,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.6,IL,Illinois,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.9,IN,Indiana,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6.3,IA,Iowa,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.2,KS,Kansas,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3.8,KY,Kentucky,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.6,LA,Louisiana,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",8.8,ME,Maine,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",25,MD,Maryland,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",13.5,MA,Massachusetts,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",14.2,MI,Michigan,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.1,MN,Minnesota,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.3,MS,Mississippi,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4,MO,Missouri,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",8.3,MT,Montana,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.5,NE,Nebraska,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.4,NV,Nevada,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.2,NH,"New Hampshire",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",28,NJ,"New Jersey",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",11.7,NM,"New Mexico",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",26.3,NY,"New York",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",14.6,NC,"North Carolina",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",7.9,ND,"North Dakota",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.4,OH,Ohio,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6.2,OK,Oklahoma,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",11.9,OR,Oregon,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",13.1,PA,Pennsylvania,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.7,RI,"Rhode Island",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.3,SC,"South Carolina",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3.1,SD,"South Dakota",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.2,TN,Tennessee,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.4,TX,Texas,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.4,UT,Utah,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",11.4,VT,Vermont,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.2,VA,Virginia,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.1,WA,Washington,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.4,WV,"West Virginia",2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.9,WI,Wisconsin,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",1.3,WY,Wyoming,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,AL,Alabama,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,AK,Alaska,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-1,AZ,Arizona,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,AR,Arkansas,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",9,CA,California,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-3,CO,Colorado,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,CT,Connecticut,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,DE,Delaware,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-1,DC,"District of Columbia",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-6,FL,Florida,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-2,GA,Georgia,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,HI,Hawaii,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,ID,Idaho,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,IL,Illinois,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-3,IN,Indiana,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-4,IA,Iowa,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,KS,Kansas,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-1,KY,Kentucky,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-1,LA,Louisiana,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",12,ME,Maine,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,MD,Maryland,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",5,MA,Massachusetts,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,MI,Michigan,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,MN,Minnesota,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,MS,Mississippi,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",2,MO,Missouri,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,MT,Montana,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,NE,Nebraska,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-1,NV,Nevada,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,NH,"New Hampshire",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,NJ,"New Jersey",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-3,NM,"New Mexico",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",18,NY,"New York",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-2,NC,"North Carolina",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,ND,"North Dakota",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-3,OH,Ohio,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,OK,Oklahoma,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,OR,Oregon,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-2,PA,Pennsylvania,2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",-1,RI,"Rhode Island",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",1,SC,"South Carolina",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
"Change in the no. of abortion clinics",0,SD,"South Dakota",2014,2017,"A provider is a hospital, clinic or physician's office where abortions are performed. Physicians’ offices reporting 400 or more abortions a year are classified as clinics. ","Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>"
